video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=ttIOdAdQaUE&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@Peekaboo_Kidz,Peekaboo Kidz,What is Artificial Intelligence? | ChatGPT | The Dr Binocs Show | Peekaboo Kidz,758K,1 year,What is Artificial Intelligence? | AI | ChatGPT | AI System | Artificial Intelligence | Robot | Chatbot | Computer | Computer-Controlled ...,2024-01-30 07:47:24.994817
/watch?v=EGDG3hgPNp8&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@WorldScienceFestival,World Science Festival,AI: Grappling with a New Kind of Intelligence,511K,2 months,"... new world of thinking machines, with the very leaders at the vanguard of artificial intelligence. The Big Ideas Series is supported ...",2024-01-30 07:47:25.001507
/watch?v=wpmNhpEAA7g&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@AI.Uncovered,AI Uncovered,Why the Next 5 Years of AI Will Astonish Everyone,10K,8 days,"Welcome to AI Uncovered, your ultimate destination for exploring the fascinating world of artificial intelligence! Our channel delves ...",2024-01-30 07:47:34.528634
/watch?v=_19pRsZRiz4&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TrailersPlaygroundHD,TrailersPlaygroundHD,A.I. Artificial Intelligence - Official® Trailer [HD],2.3M,10 years,"Release Date: June 29, 2001 It's the mid-21st century and man has developed a new type of computer that is aware of its own ...",2024-01-30 07:47:34.531860
/watch?v=43w1PVmaHfI&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TheNewAtlas,The New Atlas,FPV Drones & Artificial Intelligence: How Russia is Transforming Drone Warfare,60K,4 days,"FPV drones transform cheap, easy-to-produce drones into precision guided weapons; - FPV drones have several disadvantages ...",2024-01-30 07:47:34.536721
/watch?v=-RP5m5R4_FQ&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@WatchMarquee,Marquee Sports Network,Class is in Session: Artificial Intelligence in Sports,26,14 hours,"On this episode of Class is in Session with Doug Glanville, he takes a deep dive into the realm of artificial intelligence with Ari ...",2024-01-30 07:47:34.539332
/watch?v=aLocsB-6qYY&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@WION,WION,The global AI race for supremacy: China betting on Artificial Intelligence | WION World DNA,736,4 hours,"The race for supremacy is intensifying, China is striving to catch up with the US in AI development. Watch the video to know more.",2024-01-30 07:47:34.542448
/watch?v=vjZ75Jj79wc&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@CityNews,CityNews,Privacy concerns grow over artificial intelligence following ‘deepfake’ photos of Taylor Swift,796,6 hours,Concerns are growing over Canadian privacy rights after A.I. generated photos of Taylor Swift circulated on social media over the ...,2024-01-30 07:47:34.545336
/watch?v=me9dg5R1UnQ&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@sapproductsandservices,SAP Products & Services,Generative AI in Finance: Can Artificial Intelligence Transform Your Business?,70,3 hours,Explore the transformative power of Generative AI in Finance! Join us in this insightful conversation delving into the impact of ...,2024-01-30 07:47:34.547845
/watch?v=_gpn72cf_U4&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@IPCOntario,Information and Privacy Commissioner of Ontario,Privacy Day 2024 Event: Artificial Intelligence in the Public Sector,84,16 hours,"Gain a clearer understanding of the necessities, challenges, and opportunities of regulating AI technologies to ensure they are ...",2024-01-30 07:47:34.550432
/watch?v=x3gZYpd3F4U&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@AIforall408,ARTIFICIAL INTELLIGENCE TOOLS FOR ALL,Artificial Intelligence Tools Machine Learning Frameworks,No,22 minutes,Artificial Intelligence Tools Machine Learning Frameworks Don 't forget to - LIKE | SHARE | COMMENT | SUBSCRIBE Welcome to ...,2024-01-30 07:47:34.553372
/watch?v=KyOKIMvYKQs&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@bbcnewsindia,BBC News India,Can artificial intelligence help make farming profitable in India? | BBC News India,217,20 hours,"Farms in India are turning to AI to make agriculture profitable and sustainable. Faced with seasonal losses, high input costs, ...",2024-01-30 07:47:34.556252
/watch?v=BLMivHW8cI0&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@WFSB,WFSB 3,Lawmakers plan to crack down on artificial intelligence,32,5 hours,Lawmakers plan to crack down on artificial intelligence For more Local News from WFSB: https://www.wfsb.com/ For more ...,2024-01-30 07:47:34.559383
/watch?v=zfG4I04utTQ&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@AplusEthiopia,Aplus Ethiopia,Emerging Technology Chapter 3: Artificial Intelligence/አርትፊሻል እንተለጀንስ -,88,17 hours,Introduction to #Emerging Technology Chapter Three Artificial Intelligence [AI] በዚህ ምዕራፍ ስር የምናየው ዝርዝር ...,2024-01-30 07:47:34.561907
/watch?v=gWhW2KYcLFk&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@PBSNewsHour,PBS NewsHour,WATCH LIVE: House committee on data privacy and artificial intelligence at Veterans Affairs,2.9K,Streamed 9 hours,Stream your PBS favorites with the PBS app: https://to.pbs.org/2Jb8twG Find more from PBS NewsHour at ...,2024-01-30 07:47:34.563272
/shorts/aO1qDzkU9o0,/@thomasmulligan,Thomas Mulligan,Artificial Intelligence can NEVER be Sentient?! #technology #artificialintelligence #ai,8.4M,1 year,... thought experiment created by John Searle to criticize the idea of strong artificial intelligence the argument suggests that even if ...,2024-01-30 07:47:34.564718
/watch?v=XEB25IvwlX0&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@CoryJDraper,Cory Draper,"LIVEGOOD: Artificial Intelligence ""How To"" Get Leads Training",31,13 hours,LiveGood Tour - http://www.JoinCory.com LiveGood Tour - http://www.WorkwithCory.com New Multi Income Funnel - Earn ...,2024-01-30 07:47:34.565880
/watch?v=4sLJMeuZmzw&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@WestberryHighSchoolBhimavaram,Westberry High School,Pep Talk on Artificial intelligence.,No,26 minutes,Our Student Lakshitha gave a detailed information on AI.,2024-01-30 07:47:34.567069
/watch?v=n-J8yvFd0Oo&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@Araatech,Araatech ,Philosophy of Mind and Artificial Intelligence| AI & Human Philosophy| How AI play with mind,No,2 hours,"Philosophy of Mind and Artificial Intelligence| AI & Human Philosophy| How AI play with mind Hello viewers, Today presenting ...",2024-01-30 07:47:34.568276
/watch?v=A0AWFunrTvM&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@MyAI21,My AI,AI Unleashed: The Future of Artificial Intelligence Research,No,1 hour,AI Unleashed: The Future of Artificial Intelligence Research Dive into the cutting-edge world of Artificial Intelligence! Join us ...,2024-01-30 07:47:34.570570
/watch?v=880TBXMuzmk&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@60minutes,60 Minutes,The AI revolution: Google's developers on the future of artificial intelligence | 60 Minutes,3.9M,9 months,"Competitive pressure among tech giants is propelling society into the future of artificial intelligence, ready or not. Scott Pelley ...",2024-01-30 07:47:43.085816
/watch?v=63yr9dlI0cU&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@VentureCity,Venture City,TIMELAPSE OF ARTIFICIAL INTELLIGENCE (2028 – 3000+),2.5M,2 years,A documentary and journey into the future exploring the possibilities and predictions of artificial intelligence. This timelapse of the ...,2024-01-30 07:47:43.087727
/watch?v=rb7NddXDdxs&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@SkyNewsAustralia,Sky News Australia,"‘Deepfakes, destruction’: Artificial intelligence's ‘real danger’ to humanity",917K,5 months,Sky News Australia investigates the dangers artificial intelligence poses against humans and the impending battle humanity ...,2024-01-30 07:47:43.093556
/watch?v=nnboHTfYsfk&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@SkyNewsAustralia,Sky News Australia,Sky News Australia interviews 'free-thinking' artificial intelligence,2.6M,5 months,"Sky News Investigations Reporter Jonathan Lea sits down to talk with a “free-thinking” and “opinionated” artificial intelligence, ...",2024-01-30 07:47:43.094921
/watch?v=VCCgdRF0AIA&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@DWDocumentary,DW Documentary,AI: Does artificial intelligence threaten our human identity? | DW Documentary,114K,4 months,Creativity. Emotions. Artificial intelligence is pushing further and further into primal human domains. The existential question ...,2024-01-30 07:47:43.096315
/watch?v=c0m6yaGlZh4&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@dukeuniversity,Duke University,What is Artificial Intelligence? | Quick Learner,110K,2 years,Science fiction has certainly familiarized the world with the concept of artificial intelligence. But outside of Hollywood…what is A.I. ...,2024-01-30 07:47:43.097666
/watch?v=D89pRohJWrc&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@aljazeeraenglish,Al Jazeera English,Should we welcome or worry about Artificial Intelligence?,43K,4 weeks,"No longer the stuff of science fiction, incredible advances in artificial intelligence or A.I. are now a reality. As the technology ...",2024-01-30 07:47:43.098968
/watch?v=w5nEf-HahZM&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@business,Bloomberg Originals,Open AI Founder Sam Altman on Artificial Intelligence's Future | Exponentially,279K,4 months,"... Azeem Azhar to give his perspective on the evolution of artificial intelligence and its impact on politics, education and inequality.",2024-01-30 07:47:43.100349
/watch?v=DaTXtUoN9Cg&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@SparkDocs,Spark,How AI Is Changing The Future Of The Human Race | Spark,549K,9 months,Artificial intelligence is currently being used to make life easier. State-of-the-art robots are introduced and their expanding role in ...,2024-01-30 07:47:43.101720
/watch?v=4RixMPF4xis&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@IBMTechnology,IBM Technology,AI vs Machine Learning,696K,9 months,What is really the difference between Artificial intelligence (AI) and machine learning (ML)? Are they actually the same thing?,2024-01-30 07:47:43.103198
/watch?v=SN2BZswEWUA&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TEDx,TEDx Talks,Understanding Artificial Intelligence and Its Future | Neil Nie | TEDxDeerfield,652K,6 years,"Neil Nie demonstrates how artificial intelligence--and particularly, object recognition--works... and how it will effect the future.",2024-01-30 07:47:43.104994
/watch?v=iGW4btk34yQ&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TheAiGrid,TheAIGRID,2024 AI : 10 Things Coming In 2024 (A.I In 2024 Major Predictions),450K,1 month,... contact@theaigrid.com #LLM #Largelanguagemodel #chatgpt #AI #ArtificialIntelligence #MachineLearning #DeepLearning ...,2024-01-30 07:47:43.106354
/watch?v=45bef40Ypi8&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@DaveShap,David Shapiro,"How get an AI Job - Capstone Project, Communication Skills + Red Flags & Green Flags",12K,1 day,Patreon: https://www.patreon.com/daveshap (Discord via Patreon) Substack: https://daveshap.substack.com/ (Free Mailing List) ...,2024-01-30 07:47:43.107608
/watch?v=uMzUB89uSxU&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@SimplilearnOfficial,Simplilearn,What is Artificial Intelligence? | Artificial Intelligence In 5 Minutes | AI Explained | Simplilearn,121K,1 year,Don't forget to take the quiz at 03:50. 00:00:00 Introduction to What is AI? This video segment on what is AI? will cover the briefing ...,2024-01-30 07:47:43.108904
/watch?v=RutgqrK2oBU&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TodayShowAU,TODAY,Taylor Swift AI images: Dangers of artificial intelligence | Today Show Australia,2.3K,1 day,"Join the TODAY team as they bring you the latest in news, current affairs, sports, politics, entertainment, fashion, health and ...",2024-01-30 07:47:43.110171
/watch?v=MGINDYMsWYc&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@Techbrokannada,Techbrokannada,Artificial intelligence A.I || Explained in Kannada ||,11K,1 year,technews #Kannadatechnews #Solutionforsuccess Disclaimer- video is for educational purpose only.Copyright Disclaimer Under ...,2024-01-30 07:47:43.111320
/watch?v=56azq7f_Skw&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@ChanuxBro,Chanux Bro,Artificial Intelligence 🧠 🇱🇰 Episode 01,160K,4 years,කෘතීම බුද්ධිය Artificial Intelligence Explained in Sinhala Chanux AI video Sinhala Geek Show Sri Lanka .,2024-01-30 07:47:43.112673
/shorts/IPmGFK065Mc,/@LearnwithJaspal,Learn with Jaspal,AI and Robots can't control humans - Jack Ma,5.9M,1 year,#short #sports #technology #entrepreneurship #buisness #artificialintelligence #ai #startup #learnwithjaspal,2024-01-30 07:47:52.692448
/watch?v=9BSCzWWCbFI&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@CNBC,CNBC,Who Will Be AI’s Winners And Losers | The Bottom Line,98K,1 month,"As artificial intelligence advances and earns more investments, it poses an even bigger threat to all kinds of workers. Former ...",2024-01-30 07:47:52.694845
/watch?v=qrvK_KuIeJk&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@60minutes,60 Minutes,"""Godfather of AI"" Geoffrey Hinton: The 60 Minutes Interview",1.3M,3 months,"There's no guaranteed path to safety as artificial intelligence advances, Geoffrey Hinton, AI pioneer, warns. He shares his ...",2024-01-30 07:47:52.696359
/watch?v=RcXzmO8zOLg&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TheEconomist,The Economist,Sam Altman: there’s no “magic red button” to stop AI,223K,11 days,"Sam Altman, CEO of OpenAI, and Satya Nadella, CEO of Microsoft, speak to The Economist's editor-in-chief, Zanny Minton ...",2024-01-30 07:47:52.697719
/watch?v=jaysR-sashY&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@warprecords,Warp Records,Warp Records - Artificial Intelligence (Full Album),88K,1 year,The Dice Man - Polygon Window 00:00 - 05:12 Musicology - Telefone 529 05:12 - 09:22 Autechre - Crystel 09:22 - 14:00 I.A.O ...,2024-01-30 07:47:52.699546
/watch?v=f24gUOHvVIY&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@bereal.ai_,Bereal AI,Joe Rogan - Elon Musk on Artificial Intelligence,189K,2 months,Elon Musk On The Joe Rogan Experience #2054 Talking About Artificial Intelligence Watch My Latest Video: ...,2024-01-30 07:47:52.701372
/shorts/Od6kJF2bgaA,/@dibioTProject,dib ioT Project,Artificial Intelligence #shorts #shortvideo #shortsvideo,390K,1 year,Artificial Intelligence #shorts #shortvideo #shortsvideo.,2024-01-30 07:47:52.703030
/watch?v=8wWXyrAl3Uc&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@AdamSomething,Adam Something,Artificial Intelligence Isn't Real,372K,7 months,This video has been approved by John Xina and the Chinese Communist Party. Check out my Patreon: ...,2024-01-30 07:47:52.704712
/watch?v=RzkD_rTEBYs&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@TEDEd,TED-Ed,How will AI change the world?,1.5M,1 year,Explore the current limitations of artificial intelligence and the possibility of creating human-compatible technology. -- In the ...,2024-01-30 07:47:52.706359
/watch?v=LWiM-LuRe6w&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@YuvalNoahHarari,Yuval Noah Harari ,AI and the future of humanity | Yuval Noah Harari at the Frontiers Forum,2M,8 months,"In this keynote and Q&A, Yuval Noah Harari summarizes and speculates on 'AI and the future of humanity'. There are a number of ...",2024-01-30 07:47:52.707697
/watch?v=_iMItrc0ChU&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@PBoyle,Patrick Boyle,Artificial Intelligence.,234K,10 months,"Let's talk about Artificial Intelligence, what it is, how it works and where it might be taking us. We'll try and see if as an investor you ...",2024-01-30 07:47:52.709493
/watch?v=JeU_EYFH1Jk&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@BBCNews,BBC News,Artificial intelligence comes to farming in India | BBC News,876K,2 weeks,"India has used traditional methods of agriculture for generations, but with 1.4 billion people now dependant on the crops farmers ...",2024-01-30 07:47:52.711621
/watch?v=RYHc5UHD4WI&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@englisheduhelp3821,English EduHelp,Artificial Intelligence | Gareth Southwell | Thoughts of Our Times | Malayalam | English EduHelp,63K,2 years,"In this extract, the author discusses how the notion of artificial intelligence has changed what it means to be human.",2024-01-30 07:47:52.712918
/watch?v=XKMvk5hWDfo&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@AI.Uncovered,AI Uncovered,How Powerful Will AI Be In 2030?,301K,7 months,"In this exciting video, we delve into the fascinating realm of artificial intelligence (AI) and explore the question that has intrigued ...",2024-01-30 07:47:52.714546
/watch?v=mj7ckq_En0A&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@BeerBiceps,BeerBiceps,"YOU ARE BEING HACKED? AI, Tech warfare, Future Trends of 2024 & Risks | Saket Modi | TRS 374",222K,2 weeks,This episode was all about understanding artificial intelligence and the future of technology. We will talk about the importance of ...,2024-01-30 07:47:52.716397
/watch?v=G2fqAlgmoPo&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@googlecloudtech,Google Cloud Tech,Introduction to Generative AI,1.3M,8 months,What is Generative AI and how does it work? What are common applications for Generative AI? Watch this video to learn all about ...,2024-01-30 07:47:52.717994
/watch?v=qpoRO378qRY&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@CBSMornings,CBS Mornings,"Full interview: ""Godfather of artificial intelligence"" talks impact and potential of AI",1.7M,10 months,"Geoffrey Hinton is considered a godfather of artificial intelligence, having championed machine learning decades before it ...",2024-01-30 07:47:52.719365
/watch?v=JMLsHI8aV0g&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@wsj,The Wall Street Journal,How China Is Using Artificial Intelligence in Classrooms | WSJ,3.2M,4 years,A growing number of classrooms in China are equipped with artificial-intelligence cameras and brain-wave trackers. While many ...,2024-01-30 07:47:52.721339
/shorts/fDxhv4p0nBA,/@BlatantReviews_,Blatant Reviews,artificial intelligence vs gordon ramsay FILET🥩,51K,1 day,Social Media Links     Instagram: https://www.instagram.com/blatantreviewz/?hl=en TikTok: ...,2024-01-30 07:47:52.722723
/watch?v=cJNPaqvm9a4&pp=ygUXYXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2U%3D,/@LanierTheologicalLibrary,Lanier Theological Library,"John Lennox on ""2084: Artificial Intelligence and the Future of Humanity""",81K,1 month,The artificial intelligence revolution has implications for all of us. What will the year 2084 hold for us humans? Are we doomed to ...,2024-01-30 07:47:52.724005
